tx,TransferCompositeValue,GetCode,GetAccountAvailableBalance,GetValue,GetStorageUsed,RLPDecoding,AllocateStorageIndex,DestroyCompositeValue,TransferArrayValue,GetCurrentBlockHeight,EmitEvent,EncodeValue,CreateAccount,EncodeEvent,GetAccountBalance,UpdateAccountContractCode,EVMGasUsage,Statement,CreateArrayValue,GetBlockAtHeight,GetStorageCapacity,CreateCompositeValue,AddEncodedAccountKey,RevokeEncodedAccountKey,GetAccountContractCode,TransferDictionaryValue,FunctionInvocation,ResolveLocation,GetOrLoadProgram,SetValue,CreateDictionaryValue,GenerateUUID,Loop,estimated,ms
copy array from storage and save a duplicate + transfer tokens to EVM address,3756,37,0,796160,0,204569,2796,1,704338,0,1640450,1585,0,3754,0,0,39417000,55046,1878,0,0,1878,0,0,37,0,17776,35,44,666074,0,1,16776,89598,376
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,0,0,0,0,0,0,37,0,4528,35,44,0,0,0,2264,11322,4
get account and get available balance + get signer address,0,37,697,1903507,697,0,0,0,0,0,0,0,0,0,0,0,0,20687,0,0,0,0,0,0,37,0,8364,35,4923,0,0,0,5114,34165,97
call empty contract function + copy array from storage and save a duplicate,0,37,0,3622,0,0,8340,0,208500,0,0,1585,0,0,0,0,0,145510,0,0,0,0,0,0,37,0,26883,35,44,1608,0,0,51903,224296,204
copy array from storage + get signer receiver,0,37,0,2446,0,0,0,0,4150,0,0,0,0,0,0,0,0,22173,0,0,0,0,0,0,37,0,24331,35,44,0,0,0,10462,56966,83
create new account and deploy contract + borrow array from storage,0,125,0,114500,0,0,104,0,1924,0,11648,4472,52,104,0,52,0,25120,104,0,0,52,0,0,125,0,1820,65,74,8580,0,0,10036,36976,56
load and save long string on signers address + transfer tokens,4542,37,0,1913,0,0,0,1514,0,0,281604,1379,0,3028,0,0,0,39428,0,0,0,4542,0,0,37,0,19722,35,44,1449,0,1514,3048,62198,83
borrow array from storage + create and destroy EVM bridged account,3864,37,0,17981,0,0,0,1932,115920,0,0,0,0,0,0,0,0,39844,1932,0,0,1932,0,0,37,0,7808,35,44,15456,0,1932,14004,61656,66
decode hex + get account and get storage capacity,0,37,0,4418758,0,0,0,0,0,0,0,0,0,0,0,0,0,21260,3347,0,1618,0,0,0,37,0,14673,35,11370,0,0,0,4965,40898,732
copy array from storage and save a duplicate + create and destroy EVM bridged account,3822,37,0,18738,0,0,2290,1911,171905,0,0,1585,0,0,0,0,0,48489,1911,0,0,1911,0,0,37,0,12603,35,44,16896,0,1911,15651,76743,89
add and remove key to/from account + get signer receiver,0,37,0,1913,0,0,0,0,67306,0,397382,0,0,1844,0,0,0,12662,1844,0,0,0,922,922,37,0,17604,35,44,0,0,0,5868,36134,74
copy array from storage and save a duplicate,0,37,0,3401,0,0,917,0,22925,0,0,1585,0,0,0,0,0,15591,0,0,0,0,0,0,37,0,2751,35,44,1608,0,0,5502,23844,20
reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5497,0,0,0,0,0,0,37,0,0,35,44,0,0,0,5495,10992,8
load and save empty string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1271,0,0,0,0,0,18287,0,0,0,0,0,0,37,0,12190,35,44,1286,0,0,6095,36572,25
mint NFT + decode hex,10512,37,0,3362,0,0,3594,0,0,0,0,501235,0,0,0,0,0,51342,13405,0,0,3504,0,0,37,0,27421,35,44,708076,0,3504,16909,95672,222
borrow array from storage + copy array from storage and save a duplicate,0,37,0,3360,0,0,5907,0,147675,0,0,1585,0,0,0,0,0,276058,0,0,0,0,0,0,37,0,29430,35,44,1608,0,0,105696,411184,340
convert int to string + get signer receiver,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,23016,0,0,0,0,0,0,37,0,21670,35,44,0,0,0,11506,56192,49
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,7108,0,0,0,0,0,0,37,0,3553,35,44,0,0,0,3553,14214,12
mint NFT + convert int to string and concatenate it,13368,37,0,2881,0,0,4570,0,0,0,0,636066,0,0,0,0,0,34910,0,0,0,4456,0,0,37,0,21538,35,44,899075,0,4456,6313,62761,109
create new account + transfer tokens to EVM address,1998,74,0,419939,0,108390,0,1,336600,0,900781,0,543,2539,0,0,20958000,5084,999,0,0,999,0,0,74,0,5536,69,78,351522,0,1,543,11163,330
get account and get available balance,0,37,15,40965,15,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,37,0,180,35,149,0,0,0,15,452,2
get signer address + add key to account,0,37,0,0,0,0,0,0,14162,0,41322,0,0,194,0,0,0,1438,194,0,0,0,194,0,37,0,388,35,44,0,0,0,717,2543,6
create and destroy EVM bridged account + emit event,1514,37,0,6934,0,0,0,757,45420,0,512202,0,0,8986,0,0,0,30747,757,0,0,9743,0,0,37,0,20243,35,44,6056,0,757,9743,60733,48
transfer tokens + get account and get balance,6273,74,0,1721576,0,0,0,2091,0,0,388926,67,0,4182,626,0,0,51853,0,0,0,6273,0,0,74,0,24879,69,5712,122,0,2091,2717,79449,278
add key to account + transfer tokens,3630,37,0,1954,0,0,0,1210,201918,0,814218,67,0,5186,0,0,0,33366,2766,0,0,3630,2766,0,37,0,18842,35,44,122,0,1210,3976,56184,244
copy array from storage and save a duplicate + transfer tokens,10560,37,0,4020,0,0,673,3520,16825,0,654720,1652,0,7040,0,0,0,92405,0,0,0,10560,0,0,37,0,40739,35,44,1730,0,3520,7558,140702,231
load and save long string on signers address + transfer tokens to EVM address,352,37,0,75634,0,19073,0,1,59206,0,152946,1312,0,350,0,0,3675000,207025,176,0,0,176,0,0,37,0,138424,35,44,63110,0,1,68773,414222,419
convert int to string + get account and get balance,0,74,0,1178463,0,0,0,0,0,0,0,0,0,0,429,0,0,16166,0,0,0,0,0,0,74,0,8081,69,3939,0,0,0,7223,31470,60
copy array from storage + copy array from storage and save a duplicate,0,37,0,3360,0,0,6852,0,228190,0,0,1585,0,0,0,0,0,201823,0,0,0,0,0,0,37,0,26245,35,44,1608,0,0,75246,303314,255
create new account and deploy contract,0,312,0,517674,0,0,478,0,8843,0,53536,20554,239,478,0,239,0,719,478,0,0,239,0,0,312,0,717,65,74,39435,0,0,239,1675,107
call empty contract function + load and save empty string on signers address,0,37,0,1515,0,0,0,0,0,0,0,1271,0,0,0,0,0,42963,0,0,0,0,0,0,37,0,25705,35,44,1286,0,0,17254,85922,46
copy array from storage,0,37,0,1827,0,0,0,0,107650,0,0,0,0,0,0,0,0,161477,0,0,0,0,0,0,37,0,10765,35,44,0,0,0,64590,236832,132
get public account + get account and get storage capacity,0,37,0,7561590,0,0,0,0,0,0,0,0,0,0,0,0,0,55949,0,0,2811,0,0,0,37,0,35000,35,19721,0,0,0,18134,109083,375
create new account + get signer receiver,0,73,0,1913,0,0,0,0,0,0,34760,0,632,632,0,0,0,1672,0,0,0,0,0,0,73,0,1238,65,74,0,0,0,834,3744,239
copy array from storage and save a duplicate,0,37,0,3360,0,0,6936,0,173400,0,0,1585,0,0,0,0,0,117914,0,0,0,0,0,0,37,0,20808,35,44,1608,0,0,41616,180338,190
reference tx + get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16635,0,0,0,0,0,0,37,0,0,35,44,0,0,0,8918,25553,6
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,15028,0,0,0,0,0,0,37,0,7513,35,44,0,0,0,7513,30054,12
get public account + add and remove key to/from account,0,37,0,0,0,0,0,0,219000,0,1293000,0,0,6000,0,0,0,27672,6000,0,0,0,3000,3000,37,0,18334,35,44,0,0,0,12334,58340,125
call empty contract function + get account and get balance,0,74,0,3381778,0,0,0,0,0,0,0,0,0,0,1231,0,0,12470,0,0,0,0,0,0,74,0,6233,69,11157,0,0,0,3771,22474,181
get account and get storage capacity + get public account,0,37,0,2143835,0,0,0,0,0,0,0,0,0,0,0,0,0,18423,0,0,785,0,0,0,37,0,11172,35,5539,0,0,0,6462,36057,98
get account and get available balance + get signer receiver,0,37,1562,4203693,1562,0,0,0,0,0,0,0,0,0,0,0,0,39674,0,0,0,0,0,0,37,0,38418,35,10978,0,0,0,8120,86212,583
convert int to string + add key to account,0,37,0,0,0,0,0,0,561589,0,1638609,0,0,7693,0,0,0,32384,7693,0,0,0,7693,0,37,0,23883,35,44,0,0,0,16190,72457,232
load and save empty string on signers address + copy array from storage and save a duplicate,0,37,0,2834,0,0,42,0,1045,0,0,2796,0,0,0,0,0,126226,0,0,0,0,0,0,37,0,83798,35,44,2819,0,0,42088,252112,142
transfer tokens + get account and get balance,3582,74,0,459227,0,0,0,1194,0,0,222084,67,0,2388,169,0,0,28480,0,0,0,3582,0,0,74,0,13641,69,1599,122,0,1194,1363,43484,86
create new account and deploy contract + get account and get storage used,0,331,0,558828,1036,0,516,0,9546,0,57792,22188,258,516,0,258,0,2850,516,0,0,258,0,0,331,0,1810,65,74,42568,0,0,1294,5954,159
get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,13804,0,0,0,0,0,0,37,0,20703,35,44,0,0,0,6901,41408,52
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,9206,0,0,0,0,0,0,37,0,4602,35,44,0,0,0,4602,18410,19
get account and get storage capacity,0,37,0,748294,0,0,0,0,0,0,0,0,0,0,0,0,0,2468,0,0,274,0,0,0,37,0,1918,35,1962,0,0,0,274,4660,48
get signer address + call empty contract function,0,37,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,14398,0,0,0,0,0,0,37,0,1725,35,44,0,0,0,7197,23320,28
create new account + get public account,0,74,0,0,0,0,0,0,0,0,21450,0,390,390,0,0,0,29328,0,0,0,0,0,0,74,0,14662,69,78,0,0,0,14662,58652,199
create new account + call empty contract function,0,73,0,219,0,0,0,0,0,0,14245,0,259,259,0,0,0,1902,0,0,0,0,0,0,73,0,949,65,74,0,0,0,949,3800,95
load and save long string on signers address + transfer tokens to EVM address,1252,37,0,265750,0,68116,0,1,211292,0,546232,1312,0,1250,0,0,13125000,46642,626,0,0,626,0,0,37,0,32552,35,44,222585,0,1,14712,93906,130
mint NFT,2364,37,0,2455,0,0,808,0,0,0,0,114256,0,0,0,0,0,5518,0,0,0,788,0,0,37,0,3152,35,44,160853,0,788,788,9458,21
load and save empty string on signers address + transfer tokens,10668,37,0,1954,0,0,0,3556,0,0,661416,1338,0,7112,0,0,0,89094,0,0,0,10668,0,0,37,0,43984,35,44,1408,0,3556,5990,139068,220
add key to account + call empty contract function,0,37,0,223,0,0,0,0,344706,0,1005786,0,0,4722,0,0,0,50030,4722,0,0,0,4722,0,37,0,29735,35,44,0,0,0,25013,104778,149
add key to account + transfer tokens to EVM address,5198,37,0,1097021,0,283156,0,1,899302,0,2332370,0,0,5486,0,0,54558000,10978,2889,0,0,2599,290,0,37,0,13573,35,44,919700,0,1,290,24841,378
convert int to string + reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,0,0,0,0,0,0,37,0,1168,35,44,0,0,0,1179,4698,9
borrow array from storage + get public account,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,51892,0,0,0,0,0,0,37,0,8719,35,44,0,0,0,21969,82580,48
create and destroy EVM bridged account,6190,37,0,25417,0,0,0,3095,185700,0,0,0,0,0,0,0,0,15477,3095,0,0,3095,0,0,37,0,9285,35,44,24760,0,3095,3095,27857,49
emit event + get account and get storage used,0,37,0,221,795,0,0,0,0,0,597246,0,0,10478,0,0,0,33028,0,0,0,10478,0,0,37,0,21751,35,44,0,0,0,11273,66052,257
copy array from storage + get account and get balance,0,74,0,2295613,0,0,0,0,75350,0,0,0,0,0,835,0,0,118039,0,0,0,0,0,0,74,0,10040,69,7593,0,0,0,46045,174124,235
mint NFT,2250,37,0,2542,0,0,769,0,0,0,0,108957,0,0,0,0,0,5252,0,0,0,750,0,0,37,0,3000,35,44,153312,0,750,750,9002,15
create new account and deploy contract + get account and get storage capacity,0,912,0,6678104,0,0,1678,0,31043,0,187936,72154,839,1678,0,839,0,18784,1678,0,1807,839,0,0,912,0,15166,65,12723,138431,0,0,2646,36596,784
get account and get available balance,0,37,47,126430,47,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,37,0,564,35,373,0,0,0,47,1412,6
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838,0,0,0,0,0,0,37,0,2918,35,44,0,0,0,2918,11674,5
load and save empty string on signers address + borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,1271,0,0,0,0,0,133048,0,0,0,0,0,0,37,0,35407,35,44,1286,0,0,50269,218724,183
get signer vault + add key to account,0,37,0,1416,0,0,0,0,223453,0,651993,0,0,3061,0,0,0,55586,3061,0,0,0,3061,0,37,0,30852,35,44,0,0,0,27791,114229,156
copy array from storage + add and remove key to/from account,0,37,0,1868,0,0,0,0,301139,0,1354633,0,0,6286,0,0,0,116983,6286,0,0,0,3143,3143,37,0,16599,35,44,0,0,0,46163,179745,213
decode hex + get account and get storage capacity,0,37,0,2743800,0,0,0,0,0,0,0,0,0,0,0,0,0,14694,2755,0,1020,0,0,0,37,0,9895,35,7184,0,0,0,3775,28364,201
get account and get storage capacity + load and save long string on signers address,0,37,0,2964470,0,0,0,0,0,0,0,1312,0,0,0,0,0,11239,0,0,1085,0,0,0,37,0,8575,35,7639,1327,0,0,1575,21389,210
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,37,0,0,35,44,0,0,0,247,743,5
get account and get storage used,0,37,0,0,1648,0,0,0,0,0,0,0,0,0,0,0,0,3298,0,0,0,0,0,0,37,0,1648,35,44,0,0,0,1648,6594,9
convert int to string + reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15472,0,0,0,0,0,0,37,0,6281,35,44,0,0,0,9187,30940,8
convert int to string + convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904,0,0,0,0,0,0,37,0,12923,35,44,0,0,0,6950,33777,11
create new account + get account and get storage used,0,73,0,0,5554,0,0,0,0,0,24640,0,448,448,0,0,0,12008,0,0,0,0,0,0,73,0,6002,65,74,0,0,0,6002,24012,184
add key to account + load and save long string on signers address,0,37,0,1294,0,0,0,0,252507,0,736767,1312,0,3459,0,0,0,11173,3459,0,0,0,3459,0,37,0,9752,35,44,1327,0,0,4876,25801,94
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47668,0,0,0,0,0,0,37,0,23833,35,44,0,0,0,23833,95334,38
copy array from storage + mint NFT,13578,37,0,4130,0,0,4642,0,44700,0,0,645448,0,0,0,0,0,98736,0,0,0,4526,0,0,37,0,22574,35,44,912587,0,4526,31346,152656,297
convert int to string and concatenate it + create new account,0,73,0,0,0,0,0,0,0,0,35200,0,640,640,0,0,0,5592,0,0,0,0,0,0,73,0,4948,65,74,0,0,0,2794,13334,224
create and destroy EVM bridged account + get signer vault,22372,37,0,91561,0,0,0,11186,671160,0,0,0,0,0,0,0,0,70212,11186,0,0,11186,0,0,37,0,40697,35,44,89488,0,11186,18325,129234,191
create new account and deploy contract,0,252,0,387714,0,0,358,0,6623,0,40096,15394,179,358,0,179,0,539,358,0,0,179,0,0,252,0,537,65,74,29534,0,0,179,1255,90
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46718,0,0,0,0,0,0,37,0,23358,35,44,0,0,0,23358,93434,40
convert int to string + load and save empty string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1271,0,0,0,0,0,46772,0,0,0,0,0,0,37,0,26406,35,44,1286,0,0,20362,93540,34
reference tx + load and save empty string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1271,0,0,0,0,0,55759,0,0,0,0,0,0,37,0,28388,35,44,1286,0,0,27367,111514,50
add key to account + get account and get storage capacity,0,37,0,1187705,0,0,0,0,322952,0,942312,0,0,4424,0,0,0,12857,4424,0,445,0,4424,0,37,0,11963,35,3159,0,0,0,4869,29689,347
get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,8148,0,0,0,0,0,0,37,0,4073,35,44,0,0,0,4073,16294,13
emit event + copy array from storage,0,37,0,2048,0,0,0,0,42370,0,92910,0,0,1630,0,0,0,68449,0,0,0,1630,0,0,37,0,7497,35,44,0,0,0,27052,102998,53
get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,37,0,390,35,44,0,0,0,390,1562,6
transfer tokens to EVM address + get signer receiver,3380,37,0,715377,0,184083,0,1,570906,0,1476150,0,0,3378,0,0,35469000,11480,1690,0,0,1690,0,0,37,0,15525,35,44,597914,0,1,2359,29364,323
get signer receiver + get account and get balance,0,74,0,5936171,0,0,0,0,0,0,0,0,0,0,2193,0,0,13450,0,0,0,0,0,0,74,0,7011,69,19815,0,0,0,2337,22798,339
convert int to string and concatenate it + get account and get available balance,0,37,890,2430590,890,0,0,0,0,0,0,0,0,0,0,0,0,39414,0,0,0,0,0,0,37,0,34960,35,6274,0,0,0,13030,87404,186
transfer tokens to EVM address + get signer address,4046,37,0,853949,0,220382,0,1,683464,0,1767196,0,0,4044,0,0,42462000,22736,2023,0,0,2023,0,0,37,0,10113,35,44,715796,0,1,7321,40170,289
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,37,0,813,35,44,0,0,0,813,3254,1
convert int to string and concatenate it + call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,32630,0,0,0,0,0,0,37,0,24218,35,44,0,0,0,16313,73161,29
mint NFT,13872,37,0,2623,0,0,4743,0,0,0,0,659704,0,0,0,0,0,32370,0,0,0,4624,0,0,37,0,18496,35,44,932625,0,4624,4624,55490,93
get account and get storage capacity + copy array from storage,0,37,0,4596347,0,0,0,0,21000,0,0,0,0,0,0,0,0,46876,0,0,1708,0,0,0,37,0,14056,35,12000,0,0,0,14308,75240,258
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23268,11633,0,0,0,0,0,37,0,11633,35,44,0,0,0,11633,46534,58
get account and get available balance + get account and get balance,0,74,75,4276986,75,0,0,0,0,0,0,0,0,0,1506,0,0,10315,0,0,0,0,0,0,74,0,5418,69,14157,0,0,0,1581,17314,219
mint NFT + create new account,18420,73,0,274,0,0,6297,0,0,0,43945,872542,799,799,0,0,0,44582,0,0,0,6140,0,0,73,0,25359,65,74,1234907,0,6140,6939,76880,1593
add key to account + decode hex,0,37,0,0,0,0,0,0,51757,0,151017,0,0,709,0,0,0,4810,2403,0,0,0,709,0,37,0,3112,35,44,0,0,0,2403,10325,24
reference tx + transfer tokens to EVM address,482,37,0,101945,0,26157,0,1,81174,0,209754,0,0,480,0,0,5040000,1260,241,0,0,241,0,0,37,0,1203,35,44,84968,0,1,294,2757,33
copy array from storage + call empty contract function,0,37,0,2089,0,0,0,0,93840,0,0,0,0,0,0,0,0,163376,0,0,0,0,0,0,37,0,20690,35,44,0,0,0,67610,251676,123
transfer tokens + copy array from storage and save a duplicate,17079,37,0,4020,0,0,912,5693,22800,0,1058898,1652,0,11386,0,0,0,146447,0,0,0,17079,0,0,37,0,65359,35,44,1730,0,5693,11165,222971,343
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,0,0,0,0,0,0,37,0,1746,35,44,0,0,0,873,4367,6
create new account,0,73,0,0,0,0,0,0,0,0,11715,0,213,213,0,0,0,428,0,0,0,0,0,0,73,0,213,65,74,0,0,0,213,854,72
transfer tokens to EVM address,3132,37,0,660011,0,170574,0,1,529008,0,1367788,0,0,3130,0,0,32865000,6264,1566,0,0,1566,0,0,37,0,7828,35,44,552935,0,1,0,14092,217
add and remove key to/from account + get account and get available balance,0,37,1646,4495226,1646,0,0,0,485596,0,2867012,0,0,13304,0,0,0,47942,13304,0,0,0,6652,6652,37,0,39708,35,11566,0,0,0,8298,95948,506
get signer address + add and remove key to/from account,0,37,0,0,0,0,0,0,10512,0,62064,0,0,288,0,0,0,602942,288,0,0,0,144,144,37,0,432,35,44,0,0,0,301397,904771,194
get signer address + convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11454,0,0,0,0,0,0,37,0,8598,35,44,0,0,0,5725,25777,12
get public account + convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16578,0,0,0,0,0,0,37,0,8287,35,44,0,0,0,8287,33152,20
add and remove key to/from account + convert int to string,0,37,0,0,0,0,0,0,23652,0,139644,0,0,648,0,0,0,2946,648,0,0,0,324,324,37,0,1957,35,44,0,0,0,1309,6212,23
copy array from storage + add key to account,0,37,0,1806,0,0,0,0,730061,0,1769391,0,0,8307,0,0,0,202093,8307,0,0,0,8307,0,37,0,28979,35,44,0,0,0,82497,313569,395
create new account,0,73,0,0,0,0,0,0,0,0,57475,0,1045,1045,0,0,0,2092,0,0,0,0,0,0,73,0,1045,65,74,0,0,0,1045,4182,380
create new account + get account and get balance,0,73,0,6436221,0,0,0,0,0,0,41140,0,748,748,2343,0,0,15558,0,0,0,0,0,0,73,0,7777,65,21161,0,0,0,3091,26426,583
emit event + get signer receiver,0,37,0,2132,0,0,0,0,0,0,164787,0,0,2891,0,0,0,14765,0,0,0,2891,0,0,37,0,14914,35,44,0,0,0,5935,35614,33
get public account + reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22457,0,0,0,0,0,0,37,0,5347,35,44,0,0,0,17106,44910,18
reference tx + borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,124126,0,0,0,0,0,0,37,0,6975,35,44,0,0,0,61347,192448,120
add and remove key to/from account,0,37,0,0,0,0,0,0,251704,0,1486088,0,0,6896,0,0,0,10346,6896,0,0,0,3448,3448,37,0,10344,35,44,0,0,0,3448,24138,146
transfer tokens to EVM address + reference tx,1818,37,0,383841,0,98964,0,1,306948,0,793576,0,0,1816,0,0,19068000,7295,909,0,0,909,0,0,37,0,4543,35,44,321440,0,1,3657,15495,154
borrow array from storage + reference tx,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,17472,0,0,0,0,0,0,37,0,891,35,44,0,0,0,9449,27812,17
get account and get balance + transfer tokens to EVM address,4040,74,0,3231257,0,220056,0,1,682452,0,1764576,0,0,4038,879,0,42399000,13356,2020,0,0,2020,0,0,74,0,12735,69,7989,714734,0,1,879,26970,603
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,5522,0,0,0,0,0,0,37,0,2760,35,44,0,0,0,2760,11042,14
decode hex + add and remove key to/from account,0,37,0,0,0,0,0,0,505452,0,2984244,0,0,13848,0,0,0,21382,14151,0,0,0,6924,6924,37,0,21075,35,44,0,0,0,7227,49684,269
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26176,0,0,0,0,0,0,37,0,13087,35,44,0,0,0,13087,52350,21
copy array from storage and save a duplicate + get account and get available balance,0,37,218,589780,218,0,764,0,19100,0,0,1585,0,0,0,0,0,16698,0,0,0,0,0,0,37,0,4908,35,1570,1608,0,0,4802,26408,105
get signer address + get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8374,0,0,0,0,0,0,37,0,694,35,44,0,0,0,4185,13253,8
add and remove key to/from account + create new account and deploy contract,0,588,0,1115490,0,0,1030,0,432089,0,2553958,44290,515,12346,0,515,0,18523,12346,0,0,515,5658,5658,588,0,18519,65,74,84973,0,0,6173,43215,885
load and save long string on signers address + decode hex,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,28109,4892,0,0,0,0,0,37,0,17106,35,44,1327,0,0,10999,56214,39
create new account and deploy contract,0,531,0,992028,0,0,916,0,16946,0,102592,39388,458,916,0,458,0,1376,916,0,0,458,0,0,531,0,1374,65,74,75568,0,0,458,3208,249
create new account,0,74,0,0,0,0,0,0,0,0,2640,0,48,48,0,0,0,98,0,0,0,0,0,0,74,0,48,69,78,0,0,0,48,194,18
create new account,0,73,0,0,0,0,0,0,0,0,4015,0,73,73,0,0,0,148,0,0,0,0,0,0,73,0,73,65,74,0,0,0,73,294,35
create new account and deploy contract + borrow array from storage,0,145,0,157779,0,0,144,0,2664,0,16128,6192,72,144,0,72,0,10285,144,0,0,72,0,0,145,0,887,65,74,11880,0,0,4098,15270,53
convert int to string and concatenate it + call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,24640,0,0,0,0,0,0,37,0,13756,35,44,0,0,0,12318,50714,18
get account and get storage capacity + copy array from storage and save a duplicate,0,37,0,7460040,0,0,8532,0,213300,0,0,1585,0,0,0,0,0,169996,0,0,2772,0,0,0,37,0,45000,35,19448,1608,0,0,53964,268960,532
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,3958,0,0,0,0,0,0,37,0,1978,35,44,0,0,0,1978,7914,13
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24454,0,0,0,0,0,0,37,0,12226,35,44,0,0,0,12226,48906,23
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,37,0,0,35,44,0,0,0,1008,3026,1
get public account + get account and get storage capacity,0,37,0,3279931,0,0,0,0,0,0,0,0,0,0,0,0,0,29691,0,0,1201,0,0,0,37,0,17846,35,8451,0,0,0,10640,58177,170
get account and get storage used,0,37,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,37,0,446,35,44,0,0,0,446,1786,6
mint NFT + transfer tokens to EVM address,2110,37,0,61411,0,14822,627,1,46024,0,118860,90131,0,272,0,0,2856000,4834,137,0,0,749,0,0,37,0,3131,35,44,174496,0,613,612,8577,59
transfer tokens + mint NFT,13626,37,0,4522,0,0,2241,2357,0,0,438402,313074,0,4714,0,0,0,69510,0,0,0,9256,0,0,37,0,34667,35,44,442149,0,4542,4542,108719,177
copy array from storage and save a duplicate + copy array from storage,0,37,0,3360,0,0,3861,0,108935,0,0,1585,0,0,0,0,0,84256,0,0,0,0,0,0,37,0,12824,35,44,1608,0,0,30612,127692,111
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21820,0,0,0,0,0,0,37,0,10909,35,44,0,0,0,10909,43638,13
mint NFT + add and remove key to/from account,3726,37,0,274,0,0,1273,0,129356,0,763732,176322,0,3544,0,0,0,14014,3544,0,0,1242,1772,1772,37,0,10284,35,44,249705,0,1242,3014,27312,98
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24020,12009,0,0,0,0,0,37,0,12009,35,44,0,0,0,12009,48038,58
get signer receiver + get signer vault,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,38432,0,0,0,0,0,0,37,0,31762,35,44,0,0,0,19214,89408,93
transfer tokens,2619,37,0,1954,0,0,0,873,0,0,162378,67,0,1746,0,0,0,20081,0,0,0,2619,0,0,37,0,9603,35,44,122,0,873,873,30557,50
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,37,0,352,35,44,0,0,0,176,882,1
reference tx + convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49591,0,0,0,0,0,0,37,0,44600,35,44,0,0,0,27287,121478,35
add and remove key to/from account,0,37,0,0,0,0,0,0,22411,0,132317,0,0,614,0,0,0,923,614,0,0,0,307,307,37,0,921,35,44,0,0,0,307,2151,12
