tx,GetAccountAvailableBalance,GetBlockAtHeight,RevokeEncodedAccountKey,AddEncodedAccountKey,CreateCompositeValue,CreateAccount,SetValue,GetStorageUsed,GenerateUUID,FunctionInvocation,TransferArrayValue,GetOrLoadProgram,UpdateAccountContractCode,Statement,RLPDecoding,DestroyCompositeValue,GetStorageCapacity,GetAccountBalance,GetAccountContractCode,ResolveLocation,GetCurrentBlockHeight,CreateDictionaryValue,TransferCompositeValue,TransferDictionaryValue,AllocateStorageIndex,Loop,CreateArrayValue,GetCode,EmitEvent,EVMGasUsage,GetValue,EncodeValue,EncodeEvent,estimated,ms
emit event,0,0,0,0,955,0,0,0,0,1910,0,44,0,2867,0,0,0,0,37,35,0,0,0,0,0,955,0,37,54435,0,223,0,955,5732,4
get signer address + create and destroy EVM bridged account,0,0,0,0,12971,0,103768,0,12971,38913,778260,44,0,137055,0,12971,0,0,37,35,0,0,25942,0,0,49069,12971,37,0,0,104425,0,0,225037,238
call empty contract function,0,0,0,0,0,0,0,0,0,1903,0,44,0,3808,0,0,0,0,37,35,0,0,0,0,0,1903,0,37,0,0,221,0,0,7614,8
create new account and deploy contract,0,0,0,0,527,527,86953,0,0,1581,19499,74,527,1583,0,0,0,0,600,65,0,0,0,0,1054,527,1054,600,118048,0,1141482,45322,1054,3691,286
decode hex,0,0,0,0,0,0,0,0,0,1488,0,44,0,2978,0,0,0,0,37,35,0,0,0,0,0,1488,1488,37,0,0,0,0,0,5954,11
transfer tokens + copy array from storage,0,0,0,0,11403,0,122,0,3801,47448,56370,44,0,171982,0,3801,0,0,37,35,0,0,11403,0,0,37623,0,37,706986,0,2487,67,7602,257053,512
copy array from storage + emit event,0,0,0,0,2440,0,0,0,0,10412,55320,44,0,90304,0,0,0,0,37,35,0,0,0,0,0,35632,0,37,139080,0,2050,0,2440,136348,74
add key to account,0,0,0,2378,0,0,0,0,0,4756,173594,44,0,4758,0,0,0,0,37,35,0,0,0,0,0,2378,2378,37,506514,0,0,0,2378,11892,66
call empty contract function + emit event,0,0,0,0,36415,0,0,0,0,105505,0,44,0,174599,0,0,0,0,37,35,0,0,0,0,0,69090,0,37,2075655,0,223,0,36415,349194,177
get public account + add and remove key to/from account,0,0,6933,6933,0,0,0,0,0,27266,506109,44,0,33737,0,0,0,0,37,35,0,0,0,0,0,13400,13866,37,2988123,0,0,0,13866,74403,292
decode hex,0,0,0,0,0,0,0,0,0,7991,0,44,0,15984,0,0,0,0,37,35,0,0,0,0,0,7991,7991,37,0,0,0,0,0,31966,72
create new account + borrow array from storage,0,0,0,0,0,775,0,0,0,3663,0,74,0,44874,0,0,0,0,73,65,0,0,0,0,0,18103,0,73,42625,0,1827,0,775,66640,355
get signer vault,0,0,0,0,0,0,0,0,0,19028,0,44,0,38058,0,0,0,0,37,35,0,0,0,0,0,19028,0,37,0,0,1416,0,0,76114,110
emit event + load and save empty string on signers address,0,0,0,0,23470,0,1286,0,0,51240,0,44,0,76864,0,0,0,0,37,35,0,0,0,0,0,25620,0,37,1337790,0,1515,1271,23470,153724,95
emit event,0,0,0,0,9150,0,0,0,0,18300,0,44,0,27452,0,0,0,0,37,35,0,0,0,0,0,9150,0,37,521550,0,221,0,9150,54902,37
borrow array from storage + get signer vault,0,0,0,0,0,0,0,0,0,31756,0,44,0,224313,0,0,0,0,37,35,0,0,0,0,0,93601,0,37,0,0,1949,0,0,349670,277
add and remove key to/from account,0,0,1184,1184,0,0,0,0,0,3552,86432,44,0,3554,0,0,0,0,37,35,0,0,0,0,0,1184,2368,37,510304,0,0,0,2368,8290,50
get account and get storage capacity + get signer receiver,0,0,0,0,0,0,0,0,0,20799,0,13925,0,22463,0,0,1983,0,37,35,0,0,0,0,0,4289,0,37,0,0,5417527,0,0,47551,386
load and save long string on signers address + get signer receiver,0,0,0,0,0,0,1327,0,0,23854,0,44,0,28815,0,0,0,0,37,35,0,0,0,0,0,10533,0,37,0,0,1954,1312,0,63202,69
get public account,0,0,0,0,0,0,0,0,0,19817,0,44,0,39636,0,0,0,0,37,35,0,0,0,0,0,19817,0,37,0,0,0,0,0,79270,27
call empty contract function + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,16332,0,44,0,29739,0,0,0,0,37,35,0,0,0,0,0,13403,0,37,0,0,1556,1312,0,59474,25
get signer address + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,31608,263400,44,0,243490,0,0,0,0,37,35,0,0,0,0,10536,95403,0,37,0,0,3401,1585,0,370501,288
transfer tokens,0,0,0,0,11760,0,122,0,3920,43120,0,44,0,90162,0,3920,0,0,37,35,0,0,11760,0,0,3920,0,37,729120,0,1913,67,7840,137202,235
get account and get balance,0,0,0,0,0,0,0,0,0,435,0,1383,0,872,0,0,0,145,74,69,0,0,0,0,0,145,0,74,0,0,398315,0,0,1452,19
decode hex + mint NFT,0,0,0,0,225,0,47592,0,225,1436,0,44,0,2651,0,0,0,0,37,35,0,0,675,0,230,761,536,37,0,0,2452,34212,0,4848,13
create new account and deploy contract + decode hex,0,0,0,0,49,49,8085,0,0,2441,1813,74,49,4739,0,0,0,0,122,65,0,0,0,0,98,2343,2392,122,10976,0,106134,4214,98,9523,35
copy array from storage and save a duplicate + mint NFT,0,0,0,0,599,0,125438,0,599,4100,14200,44,0,13853,0,0,0,0,37,35,0,0,1797,0,1183,4007,0,37,0,0,6813,89969,0,21960,26
decode hex + get account and get balance,0,0,0,0,0,0,0,0,0,15411,0,21498,0,30826,0,0,0,2380,74,69,0,0,0,0,0,10651,8271,74,0,0,6440280,0,0,56888,380
get account and get balance + get signer vault,0,0,0,0,0,0,0,0,0,16450,0,11085,0,32904,0,0,0,1223,74,69,0,0,0,0,0,14004,0,74,0,0,3310854,0,0,63358,195
get account and get storage used + decode hex,0,0,0,0,0,0,0,30904,0,44641,0,44,0,89286,0,0,0,0,37,35,0,0,0,0,0,44641,13737,37,0,0,0,0,0,178568,148
call empty contract function + add key to account,0,0,0,5518,0,0,0,0,0,41095,402814,44,0,71158,0,0,0,0,37,35,0,0,0,0,0,35577,5518,37,1175334,0,223,0,5518,147830,226
get signer address + copy array from storage,0,0,0,0,0,0,0,0,0,10869,108690,44,0,178537,0,0,0,0,37,35,0,0,0,0,0,72963,0,37,0,0,1868,0,0,262369,130
load and save long string on signers address + create and destroy EVM bridged account,0,0,0,0,3159,0,26599,0,3159,63811,189540,44,0,97300,0,3159,0,0,37,35,0,0,6318,0,0,30326,3159,37,0,0,27215,1312,0,191437,142
mint NFT + convert int to string,0,0,0,0,1669,0,338436,0,1669,14623,0,44,0,27581,0,0,0,0,37,35,0,0,5007,0,1712,9616,0,37,0,0,2820,239860,0,51820,45
get public account + transfer tokens to EVM address,0,0,0,0,1796,0,633643,0,1,19471,606744,44,0,28172,195642,1,0,0,37,35,0,0,3592,0,0,10493,1796,37,1568804,37695000,756360,0,3590,58136,257
create and destroy EVM bridged account + get account and get storage used,0,0,0,0,643,0,5144,17983,643,19912,38580,44,0,39185,0,643,0,0,37,35,0,0,1286,0,0,18626,643,37,0,0,5801,0,0,77723,1675
create new account and deploy contract,0,0,0,0,668,668,110218,0,0,2004,24716,74,668,2006,0,0,0,0,741,65,0,0,0,0,1336,668,1336,741,149632,0,1446888,57448,1336,4678,326
add and remove key to/from account + create new account,0,0,7698,7698,0,8,0,0,0,23102,561954,78,0,23114,0,0,0,0,74,69,0,0,0,0,0,7706,15396,74,3318278,0,0,0,15404,53922,591
create new account + emit event,0,0,0,0,4858,996,0,0,0,10712,0,74,0,16570,0,0,0,0,73,65,0,0,0,0,0,5854,0,73,331686,0,221,0,5854,33136,387
decode hex + add key to account,0,0,0,1210,0,0,0,0,0,11249,88330,44,0,20082,0,0,0,0,37,35,0,0,0,0,0,10039,10039,37,257730,0,0,0,1210,41370,73
decode hex + transfer tokens,0,0,0,0,11361,0,122,0,3787,53613,0,44,0,111017,0,3787,0,0,37,35,0,0,11361,0,0,15743,11956,37,704382,0,1913,67,7574,180373,257
get account and get storage used + transfer tokens,0,0,0,0,2691,0,122,14413,897,24280,0,44,0,49461,0,897,0,0,37,35,0,0,2691,0,0,15310,0,37,166842,0,1954,67,1794,89051,83
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,16536,0,44,0,24806,0,0,0,0,37,35,0,0,0,0,0,8268,0,37,0,0,1294,1312,0,49610,32
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,19414,0,0,0,0,37,35,0,0,0,0,0,19412,0,37,0,0,0,0,0,38826,8
get signer vault,0,0,0,0,0,0,0,0,0,32670,0,44,0,65342,0,0,0,0,37,35,0,0,0,0,0,32670,0,37,0,0,1416,0,0,130682,103
get signer address + create and destroy EVM bridged account,0,0,0,0,8983,0,71864,0,8983,26949,538980,44,0,54895,0,8983,0,0,37,35,0,0,17966,0,0,13971,8983,37,0,0,72521,0,0,95815,489
call empty contract function + create and destroy EVM bridged account,0,0,0,0,6691,0,53528,0,6691,36621,401460,44,0,66555,0,6691,0,0,37,35,0,0,13382,0,0,23239,6691,37,0,0,54408,0,0,126415,244
emit event + copy array from storage and save a duplicate,0,0,0,0,22043,0,1608,0,0,48916,40245,44,0,93503,0,0,0,0,37,35,0,0,0,0,1610,31703,0,37,1256451,0,3053,1585,22043,174122,114
decode hex + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,7562,0,44,0,14149,0,0,0,0,37,35,0,0,0,0,0,6583,5604,37,0,0,1294,1312,0,28294,32
call empty contract function + get account and get balance,0,0,0,0,0,0,0,0,0,5803,0,1023,0,11610,0,0,0,105,74,69,0,0,0,0,0,5593,0,74,0,0,288658,0,0,23006,23
transfer tokens to EVM address,0,0,0,0,1207,0,426932,0,1,6033,407660,44,0,4828,131440,1,0,0,37,35,0,0,2414,0,0,0,1207,37,1054016,25326000,509597,0,2412,10861,164
get account and get balance,0,0,0,0,0,0,0,0,0,3153,0,9537,0,6308,0,0,0,1051,74,69,0,0,0,0,0,1051,0,74,0,0,2844006,0,0,10512,138
transfer tokens + get account and get available balance,2305,0,0,0,9576,0,122,2305,3192,62772,0,16179,0,112605,0,3192,0,0,37,35,0,0,9576,0,0,5497,0,37,593712,0,6202363,67,6384,180874,447
transfer tokens to EVM address + add and remove key to/from account,0,0,5769,5769,18,0,6026,0,1,17395,426943,44,0,17381,1853,1,0,0,37,35,0,0,36,0,0,5769,11556,37,2501297,357000,7839,0,11572,40545,215
get account and get available balance + convert int to string and concatenate it,2412,0,0,0,0,0,0,2412,0,81420,0,16928,0,93484,0,0,0,0,37,35,0,0,0,0,0,28650,0,37,0,0,6488280,0,0,203554,358
reference tx + add key to account,0,0,0,303,0,0,0,0,0,606,22119,44,0,709,0,0,0,0,37,35,0,0,0,0,0,402,303,37,64539,0,0,0,303,1717,9
get signer receiver,0,0,0,0,0,0,0,0,0,17190,0,44,0,11462,0,0,0,0,37,35,0,0,0,0,0,5730,0,37,0,0,1954,0,0,34382,48
copy array from storage + add and remove key to/from account,0,0,5186,5186,0,0,0,0,0,16151,384508,44,0,24457,0,0,0,0,37,35,0,0,0,0,0,8744,10372,37,2235166,0,1827,0,10372,49352,276
get account and get balance + create and destroy EVM bridged account,0,0,0,0,2506,0,20048,0,2506,11463,150360,11913,0,20424,0,2506,0,1315,74,69,0,0,5012,0,0,3821,2506,74,0,0,3579095,0,0,35708,238
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,2398,0,44,0,3599,0,0,0,0,37,35,0,0,0,0,0,1199,0,37,0,0,1294,1312,0,7196,4
get signer vault,0,0,0,0,0,0,0,0,0,2694,0,44,0,5390,0,0,0,0,37,35,0,0,0,0,0,2694,0,37,0,0,1416,0,0,10778,9
create new account + load and save empty string on signers address,0,0,0,0,0,292,1286,0,0,29316,0,74,0,44124,0,0,0,0,73,65,0,0,0,0,0,14804,0,73,16060,0,1294,1271,292,88244,180
load and save long string on signers address + add key to account,0,0,0,1379,0,0,1327,0,0,6956,100667,44,0,9059,0,0,0,0,37,35,0,0,0,0,0,3478,1379,37,293727,0,1335,1312,1379,19493,41
copy array from storage + decode hex,0,0,0,0,0,0,0,0,0,29899,65280,44,0,144666,0,0,0,0,37,35,0,0,0,0,0,62539,23371,37,0,0,1827,0,0,237104,197
decode hex,0,0,0,0,0,0,0,0,0,14060,0,44,0,28122,0,0,0,0,37,35,0,0,0,0,0,14060,14060,37,0,0,0,0,0,56242,67
create new account + get account and get available balance,312,0,0,0,0,346,0,312,0,4090,0,2258,0,6000,0,0,0,0,73,65,0,0,0,0,0,658,0,73,19030,0,852072,0,346,10748,174
get signer receiver + transfer tokens to EVM address,0,0,0,0,910,0,321794,0,1,11991,307290,44,0,8604,99075,1,0,0,37,35,0,0,1820,0,0,2481,910,37,794454,19089000,386176,0,1818,23076,169
create and destroy EVM bridged account,0,0,0,0,4097,0,32776,0,4097,12291,245820,44,0,20487,0,4097,0,0,37,35,0,0,8194,0,0,4097,4097,37,0,0,33433,0,0,36875,68
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,6290,0,0,0,0,37,35,0,0,0,0,0,6288,0,37,0,0,0,0,0,12578,3
create new account and deploy contract + convert int to string and concatenate it,0,0,0,0,57,57,9405,0,0,31995,2109,74,57,31999,0,0,0,0,130,65,0,0,0,0,114,15969,114,130,12768,0,119586,4902,114,79963,70
mint NFT,0,0,0,0,11266,0,2269708,0,11266,45064,0,44,0,78864,0,0,0,0,37,35,0,0,33798,0,11557,11266,0,37,0,0,3651,1604909,0,135194,249
add and remove key to/from account + load and save empty string on signers address,0,0,5474,5474,0,0,1286,0,0,47758,399602,44,0,63430,0,0,0,0,37,35,0,0,0,0,0,21142,10948,37,2359294,0,1335,1271,10948,132330,277
create new account + reference tx,0,0,0,0,0,166,0,0,0,166,0,74,0,34154,0,0,0,0,73,65,0,0,0,0,0,33984,0,73,9130,0,0,0,166,68304,74
add and remove key to/from account,0,0,5153,5153,0,0,0,0,0,15459,376169,44,0,15461,0,0,0,0,37,35,0,0,0,0,0,5153,10306,37,2220943,0,0,0,10306,36073,215
reference tx + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,30711,255925,44,0,184300,0,0,0,0,37,35,0,0,0,0,10237,71689,0,37,0,0,3360,1585,0,286700,247
add and remove key to/from account + reference tx,0,0,8762,8762,0,0,0,0,0,26286,639626,44,0,60355,0,0,0,0,37,35,0,0,0,0,0,42827,17524,37,3776422,0,0,0,17524,129468,336
convert int to string + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,2714,16500,44,0,12692,0,0,0,0,37,35,0,0,0,0,660,4694,0,37,0,0,3360,1585,0,20100,16
mint NFT,0,0,0,0,248,0,52827,0,248,992,0,44,0,1738,0,0,0,0,37,35,0,0,744,0,254,248,0,37,0,0,3042,38090,0,2978,21
get account and get storage used + load and save long string on signers address,0,0,0,0,0,0,1327,15549,0,30149,0,44,0,53002,0,0,0,0,37,35,0,0,0,0,0,22849,0,37,0,0,1294,1312,0,106000,69
get public account,0,0,0,0,0,0,0,0,0,9739,0,44,0,19480,0,0,0,0,37,35,0,0,0,0,0,9739,0,37,0,0,0,0,0,38958,13
convert int to string + get signer vault,0,0,0,0,0,0,0,0,0,5443,0,44,0,10890,0,0,0,0,37,35,0,0,0,0,0,5443,0,37,0,0,1416,0,0,21776,15
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,7316,0,0,0,0,37,35,0,0,0,0,0,3657,0,37,0,0,0,0,0,10973,3
call empty contract function + reference tx,0,0,0,0,0,0,0,0,0,6397,0,44,0,24883,0,0,0,0,37,35,0,0,0,0,0,18482,0,37,0,0,219,0,0,49762,14
decode hex + mint NFT,0,0,0,0,205,0,44230,0,205,2021,0,44,0,3841,0,0,0,0,37,35,0,0,615,0,210,1406,1201,37,0,0,3090,32030,0,7268,11
call empty contract function,0,0,0,0,0,0,0,0,0,14676,0,44,0,29354,0,0,0,0,37,35,0,0,0,0,0,14676,0,37,0,0,221,0,0,58706,27
transfer tokens to EVM address + get signer address,0,0,0,0,2480,0,876643,0,1,12398,837928,44,0,27040,270194,1,0,0,37,35,0,0,4960,0,0,8559,2480,37,2166612,52059000,1045871,0,4958,47997,401
reference tx + create and destroy EVM bridged account,0,0,0,0,8653,0,69224,0,8653,25959,519180,44,0,50513,0,8653,0,0,37,35,0,0,17306,0,0,15897,8653,37,0,0,69881,0,0,92369,137
transfer tokens,0,0,0,0,6483,0,122,0,2161,23771,0,44,0,49705,0,2161,0,0,37,35,0,0,6483,0,0,2161,0,37,401946,0,1913,67,4322,75637,113
transfer tokens to EVM address,0,0,0,0,231,0,81198,0,1,1153,77800,44,0,924,25070,1,0,0,37,35,0,0,462,0,0,0,231,37,201020,4830000,97495,0,460,2077,45
convert int to string + create new account and deploy contract,0,0,0,0,576,576,95038,0,0,39928,21312,74,576,78132,0,0,0,0,649,65,0,0,0,0,1152,38776,1152,649,129024,0,1247616,49536,1152,156836,354
get signer vault + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,43785,115550,44,0,138416,0,0,0,0,37,35,0,0,0,0,4622,57651,0,37,0,0,3523,1585,0,239852,198
get public account + call empty contract function,0,0,0,0,0,0,0,0,0,33120,0,44,0,66244,0,0,0,0,37,35,0,0,0,0,0,33120,0,37,0,0,221,0,0,132484,61
call empty contract function,0,0,0,0,0,0,0,0,0,466,0,44,0,934,0,0,0,0,37,35,0,0,0,0,0,466,0,37,0,0,221,0,0,1866,4
decode hex + get public account,0,0,0,0,0,0,0,0,0,11970,0,44,0,23944,0,0,0,0,37,35,0,0,0,0,0,11970,2177,37,0,0,0,0,0,47884,29
copy array from storage and save a duplicate + load and save long string on signers address,0,0,0,0,0,0,2860,0,0,49409,262775,44,0,205505,0,0,0,0,37,35,0,0,0,0,10511,72004,0,37,0,0,3401,2837,0,326918,323
get account and get available balance,3134,0,0,0,0,0,0,3134,0,37608,0,21982,0,53280,0,0,0,0,37,35,0,0,0,0,0,3134,0,37,0,0,8558954,0,0,94022,380
borrow array from storage + copy array from storage,0,0,0,0,0,0,0,0,0,15013,63430,44,0,225199,0,0,0,0,37,35,0,0,0,0,0,90078,0,37,0,0,1827,0,0,330290,222
transfer tokens to EVM address,0,0,0,0,412,0,145502,0,1,2058,138966,44,0,1648,44793,1,0,0,37,35,0,0,824,0,0,0,412,37,359202,8631000,174107,0,822,3706,53
mint NFT + get account and get storage capacity,0,0,0,0,358,0,74781,0,358,7991,0,6603,0,10943,0,0,937,0,37,35,0,0,1074,0,367,1295,0,37,0,0,2561808,53554,0,20229,146
create new account,0,0,0,0,0,257,0,0,0,257,0,74,0,516,0,0,0,0,73,65,0,0,0,0,0,257,0,73,14135,0,0,0,257,1030,95
call empty contract function + add key to account,0,0,0,592,0,0,0,0,0,2372,43216,44,0,3564,0,0,0,0,37,35,0,0,0,0,0,1780,592,37,126096,0,221,0,592,7716,58
add and remove key to/from account,0,0,3236,3236,0,0,0,0,0,9708,236228,44,0,9710,0,0,0,0,37,35,0,0,0,0,0,3236,6472,37,1394716,0,0,0,6472,22654,126
get account and get storage capacity + get account and get storage used,0,0,0,0,0,0,0,7682,0,23418,0,15780,0,35600,0,0,2248,0,37,35,0,0,0,0,0,9930,0,37,0,0,6139288,0,0,68948,300
load and save long string on signers address + borrow array from storage,0,0,0,0,0,0,1327,0,0,26992,0,44,0,59095,0,0,0,0,37,35,0,0,0,0,0,21075,0,37,0,0,1868,1312,0,107162,61
borrow array from storage,0,0,0,0,0,0,0,0,0,5912,0,44,0,88682,0,0,0,0,37,35,0,0,0,0,0,35472,0,37,0,0,1868,0,0,130066,90
add key to account + convert int to string and concatenate it,0,0,0,3383,0,0,0,0,0,45326,246959,44,0,45330,0,0,0,0,37,35,0,0,0,0,0,22663,3383,37,720579,0,0,0,3383,113319,110
get signer receiver + create new account,0,0,0,0,0,13,0,0,0,3307,0,74,0,2226,0,0,0,0,73,65,0,0,0,0,0,1111,0,73,715,0,1913,0,13,6644,19
add key to account + load and save long string on signers address,0,0,0,10498,0,0,1327,0,0,62116,766354,44,0,82680,0,0,0,0,37,35,0,0,0,0,0,31058,10498,37,2236074,0,1294,1312,10498,175854,1111
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,14616,0,44,0,21926,0,0,0,0,37,35,0,0,0,0,0,7308,0,37,0,0,1294,1271,0,43850,23
create new account and deploy contract + convert int to string,0,0,0,0,312,312,51478,0,0,3265,11544,74,312,5598,0,0,0,0,385,65,0,0,0,0,624,2641,624,385,69888,0,675792,26832,624,11504,175
get account and get storage used + get signer vault,0,0,0,0,0,0,0,12695,0,21177,0,44,0,42358,0,0,0,0,37,35,0,0,0,0,0,21177,0,37,0,0,1416,0,0,84712,56
get signer address + copy array from storage,0,0,0,0,0,0,0,0,0,18962,189620,44,0,290704,0,0,0,0,37,35,0,0,0,0,0,116907,0,37,0,0,1827,0,0,426573,247
get account and get balance + copy array from storage,0,0,0,0,0,0,0,0,0,10930,60400,14748,0,100384,0,0,0,1630,74,69,0,0,0,0,0,37870,0,74,0,0,4412607,0,0,149184,287
create new account,0,0,0,0,0,427,0,0,0,427,0,78,0,856,0,0,0,0,74,69,0,0,0,0,0,427,0,74,23485,0,0,0,427,1710,167
get account and get available balance,1560,0,0,0,0,0,0,1560,0,18720,0,10964,0,26522,0,0,0,0,37,35,0,0,0,0,0,1560,0,37,0,0,4196400,0,0,46802,200
create new account and deploy contract + copy array from storage and save a duplicate,0,0,0,0,842,842,140536,0,0,23415,205229,74,842,120901,0,0,0,0,915,65,0,0,0,0,8647,42620,1684,915,188608,0,1827173,73997,1684,186936,654
decode hex + transfer tokens,0,0,0,0,4248,0,122,0,1416,17051,0,44,0,35522,0,1416,0,0,37,35,0,0,4248,0,0,2891,1475,37,263376,0,1913,67,2832,55464,76
reference tx + get signer receiver,0,0,0,0,0,0,0,0,0,5742,0,44,0,14771,0,0,0,0,37,35,0,0,0,0,0,12853,0,37,0,0,1954,0,0,33366,24
get signer address + get public account,0,0,0,0,0,0,0,0,0,1537,0,44,0,24870,0,0,0,0,37,35,0,0,0,0,0,12433,0,37,0,0,0,0,0,38840,9
borrow array from storage,0,0,0,0,0,0,0,0,0,2660,0,44,0,39902,0,0,0,0,37,35,0,0,0,0,0,15960,0,37,0,0,1868,0,0,58522,42
load and save long string on signers address + get account and get available balance,115,0,0,0,0,0,1327,115,0,19790,0,849,0,29574,0,0,0,0,37,35,0,0,0,0,0,9320,0,37,0,0,310644,1312,0,58684,40
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,8152,0,0,0,0,37,35,0,0,0,0,0,4075,0,37,0,0,0,0,0,12227,8
add key to account + convert int to string,0,0,0,2731,0,0,0,0,0,8687,199363,44,0,11916,0,0,0,0,37,35,0,0,0,0,0,5956,2731,37,581703,0,0,0,2731,26559,71
transfer tokens to EVM address + convert int to string and concatenate it,0,0,0,0,788,0,278606,0,1,4340,266056,44,0,3556,85778,1,0,0,37,35,0,0,1576,0,0,201,788,37,687828,16527000,332779,0,1574,8097,107
create and destroy EVM bridged account,0,0,0,0,3841,0,30728,0,3841,11523,230460,44,0,19207,0,3841,0,0,37,35,0,0,7682,0,0,3841,3841,37,0,0,31385,0,0,34571,106
copy array from storage + transfer tokens to EVM address,0,0,0,0,2287,0,809252,0,1,15910,817422,44,0,76305,249136,1,0,0,37,35,0,0,4574,0,0,26862,2287,37,1997888,48006000,967225,0,4572,119077,905
copy array from storage,0,0,0,0,0,0,0,0,0,5308,53080,44,0,79622,0,0,0,0,37,35,0,0,0,0,0,31848,0,37,0,0,1827,0,0,116778,58
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,48042,0,44,0,72065,0,0,0,0,37,35,0,0,0,0,0,24021,0,37,0,0,1294,1312,0,144128,76
transfer tokens,0,0,0,0,1683,0,122,0,561,6171,0,44,0,12905,0,561,0,0,37,35,0,0,1683,0,0,561,0,37,104346,0,1954,67,1122,19637,44
load and save long string on signers address + copy array from storage,0,0,0,0,0,0,1327,0,0,53599,149770,44,0,282592,0,0,0,0,37,35,0,0,0,0,0,109173,0,37,0,0,1868,1312,0,445364,232
emit event,0,0,0,0,1906,0,0,0,0,3812,0,44,0,5720,0,0,0,0,37,35,0,0,0,0,0,1906,0,37,108642,0,221,0,1906,11438,7
load and save long string on signers address + decode hex,0,0,0,0,0,0,1327,0,0,6290,0,44,0,11188,0,0,0,0,37,35,0,0,0,0,0,4894,3498,37,0,0,1294,1312,0,22372,21
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,28934,0,44,0,43403,0,0,0,0,37,35,0,0,0,0,0,14467,0,37,0,0,1294,1271,0,86804,70
convert int to string + get account and get storage used,0,0,0,0,0,0,0,3889,0,16501,0,44,0,33006,0,0,0,0,37,35,0,0,0,0,0,16501,0,37,0,0,0,0,0,66008,27
get signer receiver,0,0,0,0,0,0,0,0,0,14916,0,44,0,9946,0,0,0,0,37,35,0,0,0,0,0,4972,0,37,0,0,1913,0,0,29834,39
get signer receiver,0,0,0,0,0,0,0,0,0,14940,0,44,0,9962,0,0,0,0,37,35,0,0,0,0,0,4980,0,37,0,0,1954,0,0,29882,38
transfer tokens to EVM address,0,0,0,0,2935,0,1038644,0,1,14673,991676,44,0,11740,319768,1,0,0,37,35,0,0,5870,0,0,0,2935,37,2564240,61614000,1238813,0,5868,26413,409
decode hex,0,0,0,0,0,0,0,0,0,11199,0,44,0,22400,0,0,0,0,37,35,0,0,0,0,0,11199,11199,37,0,0,0,0,0,44798,55
load and save long string on signers address + convert int to string,0,0,0,0,0,0,1327,0,0,34322,0,44,0,58482,0,0,0,0,37,35,0,0,0,0,0,24156,0,37,0,0,1294,1312,0,116960,51
create new account and deploy contract + add key to account,0,0,0,11389,374,374,61708,0,0,23900,845235,74,374,23904,0,0,0,0,447,65,0,0,0,0,748,11763,12137,447,2509633,0,810084,32164,12137,59567,487
get signer vault,0,0,0,0,0,0,0,0,0,5470,0,44,0,10942,0,0,0,0,37,35,0,0,0,0,0,5470,0,37,0,0,1416,0,0,21882,18
decode hex,0,0,0,0,0,0,0,0,0,14843,0,44,0,29688,0,0,0,0,37,35,0,0,0,0,0,14843,14843,37,0,0,0,0,0,59374,63
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,6518,0,44,0,9779,0,0,0,0,37,35,0,0,0,0,0,3259,0,37,0,0,1294,1271,0,19556,10
create and destroy EVM bridged account,0,0,0,0,5503,0,44024,0,5503,16509,330180,44,0,27517,0,5503,0,0,37,35,0,0,11006,0,0,5503,5503,37,0,0,44681,0,0,49529,113
