tx,GetAccountAvailableBalance,GetBlockAtHeight,RevokeEncodedAccountKey,AddEncodedAccountKey,CreateCompositeValue,CreateAccount,SetValue,GetStorageUsed,GenerateUUID,FunctionInvocation,TransferArrayValue,GetOrLoadProgram,UpdateAccountContractCode,Statement,RLPDecoding,DestroyCompositeValue,GetStorageCapacity,GetAccountBalance,GetAccountContractCode,ResolveLocation,GetCurrentBlockHeight,CreateDictionaryValue,TransferCompositeValue,TransferDictionaryValue,AllocateStorageIndex,Loop,CreateArrayValue,GetCode,EmitEvent,EVMGasUsage,GetValue,EncodeValue,EncodeEvent,estimated,ms
load and save empty string on signers address + create new account,0,0,0,0,0,1215,1286,0,0,28285,0,74,0,43039,0,0,0,0,73,65,0,0,0,0,0,14750,0,73,66825,0,1335,1271,1215,86074,513
borrow array from storage,0,0,0,0,0,0,0,0,0,12940,0,44,0,194102,0,0,0,0,37,35,0,0,0,0,0,77640,0,37,0,0,1868,0,0,284682,201
get account and get available balance,1466,0,0,0,0,0,0,1466,0,17592,0,10306,0,24924,0,0,0,0,37,35,0,0,0,0,0,1466,0,37,0,0,3943540,0,0,43982,259
decode hex + reference tx,0,0,0,0,0,0,0,0,0,6857,0,44,0,32670,0,0,0,0,37,35,0,0,0,0,0,25809,6857,37,0,0,0,0,0,65336,42
decode hex + get account and get storage used,0,0,0,0,0,0,0,355,0,12329,0,44,0,24662,0,0,0,0,37,35,0,0,0,0,0,12329,11974,37,0,0,0,0,0,49320,168
call empty contract function + get account and get storage used,0,0,0,0,0,0,0,25222,0,38570,0,44,0,77144,0,0,0,0,37,35,0,0,0,0,0,38570,0,37,0,0,221,0,0,154284,75
create new account and deploy contract + get account and get balance,0,0,0,0,387,387,63853,0,0,7959,14319,20468,387,14761,0,0,0,2266,460,65,0,0,0,0,774,2653,774,460,86688,0,7062944,33282,774,25373,528
mint NFT,0,0,0,0,1247,0,253354,0,1247,4988,0,44,0,8731,0,0,0,0,37,35,0,0,3741,0,1279,1247,0,37,0,0,2616,179676,0,14966,28
create and destroy EVM bridged account + add and remove key to/from account,0,0,482,482,1302,0,10416,0,1302,5352,113306,44,0,7960,0,1302,0,0,37,35,0,0,2604,0,0,1784,2266,37,207742,0,11073,0,964,15096,44
mint NFT,0,0,0,0,7017,0,1429063,0,7017,28068,0,44,0,49121,0,0,0,0,37,35,0,0,21051,0,7199,7017,0,37,0,0,3643,1014955,0,84206,164
mint NFT + create new account,0,0,0,0,5980,226,1219159,0,5980,24146,0,74,0,42316,0,0,0,0,73,65,0,0,17940,0,6136,6206,0,73,12430,0,4366,866234,226,72668,278
transfer tokens to EVM address,0,0,0,0,2430,0,859874,0,1,12148,820998,44,0,9720,264729,1,0,0,37,35,0,0,4860,0,0,0,2430,37,2122882,51009000,1025703,0,4858,21868,340
get signer address + create new account and deploy contract,0,0,0,0,508,508,83820,0,0,1524,18796,74,508,10784,0,0,0,0,581,65,0,0,0,0,1016,5136,1016,581,113792,0,1100328,43688,1016,17444,257
get signer address + create new account and deploy contract,0,0,0,0,166,166,27389,0,0,498,6142,74,166,4738,0,0,0,0,239,65,0,0,0,0,332,2284,332,239,37184,0,359556,14276,332,7520,103
get signer vault + mint NFT,0,0,0,0,4176,0,844149,0,4176,29543,0,44,0,54914,0,0,0,0,37,35,0,0,12528,0,4285,17015,0,37,0,0,5613,597660,0,101472,142
create and destroy EVM bridged account + convert int to string,0,0,0,0,8812,0,70496,0,8812,55002,528720,44,0,101196,0,8812,0,0,37,35,0,0,17624,0,0,37378,8812,37,0,0,71153,0,0,193576,164
get account and get balance + emit event,0,0,0,0,39865,0,0,0,0,81779,0,6225,0,123697,0,0,0,683,74,69,0,0,0,0,0,40548,0,74,2272305,0,1848421,0,39865,246024,237
get account and get balance + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,24687,159475,16728,0,119547,0,0,0,1850,74,69,0,0,0,0,6379,40124,0,74,0,0,5009460,1585,0,184358,363
get account and get available balance + convert int to string and concatenate it,780,0,0,0,0,0,0,780,0,9768,0,5504,0,13672,0,0,0,0,37,35,0,0,0,0,0,984,0,37,0,0,2130180,0,0,24424,99
add and remove key to/from account,0,0,2586,2586,0,0,0,0,0,7758,188778,44,0,7760,0,0,0,0,37,35,0,0,0,0,0,2586,5172,37,1114566,0,0,0,5172,18104,207
call empty contract function,0,0,0,0,0,0,0,0,0,27923,0,44,0,55848,0,0,0,0,37,35,0,0,0,0,0,27923,0,37,0,0,223,0,0,111694,56
copy array from storage + reference tx,0,0,0,0,0,0,0,0,0,4852,48520,44,0,88197,0,0,0,0,37,35,0,0,0,0,0,44525,0,37,0,0,1827,0,0,137574,65
add key to account + create new account,0,0,0,5209,0,511,0,0,0,10929,380257,74,0,11444,0,0,0,0,73,65,0,0,0,0,0,5720,5209,73,1137622,0,0,0,5720,28093,496
load and save empty string on signers address + copy array from storage and save a duplicate,0,0,0,0,0,0,2819,0,0,106860,16500,44,0,168544,0,0,0,0,37,35,0,0,0,0,660,56400,0,37,0,0,3401,2796,0,331804,240
call empty contract function + get account and get available balance,3278,0,0,0,0,0,0,3278,0,65105,0,22990,0,107268,0,0,0,0,37,35,0,0,0,0,0,29047,0,37,0,0,8952439,0,0,201420,510
create new account and deploy contract,0,0,0,0,91,91,15014,0,0,273,3367,74,91,275,0,0,0,0,164,65,0,0,0,0,182,91,182,164,20384,0,197106,7826,182,639,49
copy array from storage and save a duplicate + get signer address,0,0,0,0,0,0,1608,0,0,27423,228525,44,0,229845,0,0,0,0,37,35,0,0,0,0,9141,92068,0,37,0,0,3360,1585,0,349336,230
get signer address + get account and get available balance,2879,0,0,0,0,0,0,2879,0,34548,0,20197,0,50625,0,0,0,0,37,35,0,0,0,0,0,3718,0,37,0,0,7744510,0,0,88891,367
transfer tokens + get signer vault,0,0,0,0,1056,0,122,0,352,4217,0,44,0,8790,0,352,0,0,37,35,0,0,1056,0,0,697,0,37,65472,0,1913,67,704,13704,20
add key to account,0,0,0,430,0,0,0,0,0,860,31390,44,0,862,0,0,0,0,37,35,0,0,0,0,0,430,430,37,91590,0,0,0,430,2152,11
create and destroy EVM bridged account + get public account,0,0,0,0,3168,0,25344,0,3168,14784,190080,44,0,26404,0,3168,0,0,37,35,0,0,6336,0,0,8448,3168,37,0,0,26001,0,0,49636,55
emit event + transfer tokens to EVM address,0,0,0,0,2695,0,89216,0,1,6147,85230,44,0,8340,27465,1,0,0,37,35,0,0,506,0,0,2442,253,37,359436,5292000,107230,0,2946,16929,42
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,454,0,44,0,683,0,0,0,0,37,35,0,0,0,0,0,227,0,37,0,0,1335,1271,0,1364,6
get account and get balance,0,0,0,0,0,0,0,0,0,8070,0,24288,0,16142,0,0,0,2690,74,69,0,0,0,0,0,2690,0,74,0,0,7279140,0,0,26902,630
load and save empty string on signers address + get account and get balance,0,0,0,0,0,0,1286,0,0,12230,0,27204,0,22870,0,0,0,3014,74,69,0,0,0,0,0,4608,0,74,0,0,8157178,1271,0,39708,478
copy array from storage and save a duplicate + convert int to string and concatenate it,0,0,0,0,0,0,1608,0,0,79401,206075,44,0,194807,0,0,0,0,37,35,0,0,0,0,8243,76794,0,37,0,0,3360,1585,0,351002,403
add key to account + transfer tokens to EVM address,0,0,0,10106,349,0,123200,0,1,21955,855416,44,0,21610,37929,1,0,0,37,35,0,0,698,0,0,10106,10455,37,2456724,7308000,147521,0,10802,53671,318
call empty contract function + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,69840,6650,44,0,142610,0,0,0,0,37,35,0,0,0,0,266,70638,0,37,0,0,3581,1585,0,283088,115
get signer vault + reference tx,0,0,0,0,0,0,0,0,0,5780,0,44,0,18301,0,0,0,0,37,35,0,0,0,0,0,12517,0,37,0,0,1416,0,0,36598,28
create and destroy EVM bridged account + get signer address,0,0,0,0,7083,0,56664,0,7083,21249,424980,44,0,67205,0,7083,0,0,37,35,0,0,14166,0,0,22976,7083,37,0,0,57321,0,0,111430,138
decode hex + create new account,0,0,0,0,0,717,0,0,0,8836,0,74,0,17676,0,0,0,0,73,65,0,0,0,0,0,8836,8119,73,39435,0,0,0,717,35348,458
copy array from storage + get signer receiver,0,0,0,0,0,0,0,0,0,25726,92260,44,0,149394,0,0,0,0,37,35,0,0,0,0,0,60856,0,37,0,0,2446,0,0,235976,146
convert int to string,0,0,0,0,0,0,0,0,0,24495,0,44,0,48992,0,0,0,0,37,35,0,0,0,0,0,24495,0,37,0,0,0,0,0,97982,25
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,13990,0,44,0,20987,0,0,0,0,37,35,0,0,0,0,0,6995,0,37,0,0,1294,1312,0,41972,26
create new account and deploy contract + copy array from storage and save a duplicate,0,0,0,0,99,99,17942,0,0,10851,91613,74,99,60107,0,0,0,0,172,65,0,0,0,0,3716,21207,198,172,22176,0,217835,10099,198,92165,278
create and destroy EVM bridged account + add key to account,0,0,0,3055,8342,0,66736,0,8342,31136,723535,44,0,47824,0,8342,0,0,37,35,0,0,16684,0,0,11397,11397,37,650715,0,67393,0,3055,90357,200
emit event + load and save empty string on signers address,0,0,0,0,35431,0,1286,0,0,78400,0,44,0,117604,0,0,0,0,37,35,0,0,0,0,0,39200,0,37,2019567,0,1517,1271,35431,235204,135
get account and get storage capacity + transfer tokens to EVM address,0,0,0,0,2221,0,783668,0,1,17662,750374,6603,0,17319,241957,1,937,0,37,35,0,0,4442,0,0,937,2221,37,1940234,46620000,3455815,0,4440,35918,434
load and save empty string on signers address + copy array from storage,0,0,0,0,0,0,1286,0,0,61058,121160,44,0,255157,0,0,0,0,37,35,0,0,0,0,0,97167,0,37,0,0,1868,1271,0,413382,204
emit event + create and destroy EVM bridged account,0,0,0,0,9167,0,12768,0,1596,19930,95760,44,0,30697,0,1596,0,0,37,35,0,0,3192,0,0,9167,1596,37,431547,0,13646,0,7571,59794,48
convert int to string,0,0,0,0,0,0,0,0,0,299,0,44,0,600,0,0,0,0,37,35,0,0,0,0,0,299,0,37,0,0,0,0,0,1198,6
get signer address + decode hex,0,0,0,0,0,0,0,0,0,25571,0,44,0,111824,0,0,0,0,37,35,0,0,0,0,0,55910,25571,37,0,0,0,0,0,193305,146
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,56560,0,44,0,56562,0,0,0,0,37,35,0,0,0,0,0,28280,0,37,0,0,0,0,0,141402,47
create new account,0,0,0,0,0,1034,0,0,0,1034,0,74,0,2070,0,0,0,0,73,65,0,0,0,0,0,1034,0,73,56870,0,0,0,1034,4138,374
copy array from storage and save a duplicate + load and save empty string on signers address,0,0,0,0,0,0,2819,0,0,70203,188775,44,0,199696,0,0,0,0,37,35,0,0,0,0,7551,69081,0,37,0,0,3401,2796,0,338980,260
create new account and deploy contract + emit event,0,0,0,0,8963,398,65669,0,0,18324,14726,74,398,26893,0,0,0,0,471,65,0,0,0,0,796,8963,796,471,577357,0,862289,34228,9361,54180,246
create new account + get account and get available balance,1228,0,0,0,0,230,0,1228,0,14966,0,8670,0,21340,0,0,0,0,73,65,0,0,0,0,0,1458,0,73,12650,0,3353668,0,230,37764,486
transfer tokens to EVM address + load and save empty string on signers address,0,0,0,0,260,0,92980,0,1,27156,87600,44,0,39829,28230,1,0,0,37,35,0,0,520,0,0,12929,260,37,226364,5439000,111257,1271,518,79914,114
transfer tokens + create new account and deploy contract,0,0,0,0,10328,95,15797,0,3411,37806,3515,74,95,78742,0,3411,0,0,168,65,0,0,10233,0,190,3506,190,168,655726,0,207724,8237,7012,120054,906
get account and get balance + emit event,0,0,0,0,16284,0,0,0,0,35787,0,9735,0,55294,0,0,0,1073,74,69,0,0,0,0,0,17357,0,74,928188,0,2947752,0,16284,108438,215
emit event,0,0,0,0,311,0,0,0,0,622,0,44,0,935,0,0,0,0,37,35,0,0,0,0,0,311,0,37,17727,0,221,0,311,1868,6
get signer vault,0,0,0,0,0,0,0,0,0,8539,0,44,0,17080,0,0,0,0,37,35,0,0,0,0,0,8539,0,37,0,0,1457,0,0,34158,30
get account and get balance,0,0,0,0,0,0,0,0,0,6627,0,19959,0,13256,0,0,0,2209,74,69,0,0,0,0,0,2209,0,74,0,0,5977554,0,0,22092,274
get public account,0,0,0,0,0,0,0,0,0,30047,0,44,0,60096,0,0,0,0,37,35,0,0,0,0,0,30047,0,37,0,0,0,0,0,120190,57
emit event + create new account,0,0,0,0,10017,675,0,0,0,20709,0,74,0,31405,0,0,0,0,73,65,0,0,0,0,0,10692,0,73,608094,0,221,0,10692,62806,494
copy array from storage + add and remove key to/from account,0,0,4143,4143,0,0,0,0,0,29184,469989,44,0,263758,0,0,0,0,37,35,0,0,0,0,0,104673,8286,37,1785633,0,1868,0,8286,397615,378
copy array from storage and save a duplicate + borrow array from storage,0,0,0,0,0,0,1608,0,0,30849,136450,44,0,309915,0,0,0,0,37,35,0,0,0,0,5458,119598,0,37,0,0,3401,1585,0,460362,384
call empty contract function,0,0,0,0,0,0,0,0,0,4426,0,44,0,8854,0,0,0,0,37,35,0,0,0,0,0,4426,0,37,0,0,221,0,0,17706,7
borrow array from storage + create and destroy EVM bridged account,0,0,0,0,3514,0,28112,0,3514,12315,210840,44,0,44169,0,3514,0,0,37,35,0,0,7028,0,0,14152,3514,37,0,0,30596,0,0,70636,88
load and save long string on signers address + create new account and deploy contract,0,0,0,0,37,37,7432,0,0,21177,1369,74,37,31714,0,0,0,0,110,65,0,0,0,0,74,10570,74,110,8288,0,81436,4494,74,63461,49
add key to account + get account and get storage capacity,0,0,0,7548,0,0,0,0,0,35998,551004,20946,0,41974,0,0,2986,0,37,35,0,0,0,0,0,10534,7548,37,1607724,0,8154766,0,7548,88506,2026
get account and get storage capacity,0,0,0,0,0,0,0,0,0,5033,0,5077,0,6473,0,0,719,0,37,35,0,0,0,0,0,719,0,37,0,0,1934110,0,0,12225,105
add and remove key to/from account,0,0,2224,2224,0,0,0,0,0,6672,162352,44,0,6674,0,0,0,0,37,35,0,0,0,0,0,2224,4448,37,958544,0,0,0,4448,15570,82
mint NFT + get signer receiver,0,0,0,0,1374,0,279026,0,1374,27096,0,44,0,24022,0,0,0,0,37,35,0,0,4122,0,1409,8574,0,37,0,0,4666,197855,0,59692,92
transfer tokens + load and save empty string on signers address,0,0,0,0,17259,0,1408,0,5753,71033,0,44,0,143948,0,5753,0,0,37,35,0,0,17259,0,0,9628,0,37,1070058,0,1954,1338,11506,224609,349
get signer vault,0,0,0,0,0,0,0,0,0,435,0,44,0,872,0,0,0,0,37,35,0,0,0,0,0,435,0,37,0,0,1416,0,0,1742,6
mint NFT + create new account and deploy contract,0,0,0,0,5653,64,1137554,0,5589,22548,2368,74,64,39319,0,0,0,0,137,65,0,0,16767,0,5861,5653,128,137,14336,0,141491,802642,128,67520,181
get signer receiver + get signer address,0,0,0,0,0,0,0,0,0,6393,0,44,0,20604,0,0,0,0,37,35,0,0,0,0,0,10300,0,37,0,0,1913,0,0,37297,21
get public account,0,0,0,0,0,0,0,0,0,26716,0,44,0,53434,0,0,0,0,37,35,0,0,0,0,0,26716,0,37,0,0,0,0,0,106866,42
call empty contract function + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,6393,0,44,0,12176,0,0,0,0,37,35,0,0,0,0,0,5779,0,37,0,0,1556,1312,0,24348,10
get signer vault + mint NFT,0,0,0,0,758,0,154627,0,758,20548,0,44,0,40342,0,0,0,0,37,35,0,0,2274,0,777,18274,0,37,0,0,3652,109800,0,79164,72
copy array from storage,0,0,0,0,0,0,0,0,0,8985,89850,44,0,134777,0,0,0,0,37,35,0,0,0,0,0,53910,0,37,0,0,1827,0,0,197672,128
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,48066,0,44,0,48068,0,0,0,0,37,35,0,0,0,0,0,24033,0,37,0,0,0,0,0,120167,40
borrow array from storage + get account and get storage capacity,0,0,0,0,0,0,0,0,0,8334,0,7723,0,19702,0,0,1097,0,37,35,0,0,0,0,0,5027,0,37,0,0,2997775,0,0,33063,135
transfer tokens to EVM address + add key to account,0,0,0,5462,797,0,281792,0,1,14907,667810,44,0,14114,86752,1,0,0,37,35,0,0,1594,0,0,5462,6259,37,1859086,16716000,336577,0,7054,34483,341
get public account + add and remove key to/from account,0,0,2911,2911,0,0,0,0,0,10483,212503,44,0,12237,0,0,0,0,37,35,0,0,0,0,0,4661,5822,37,1254641,0,0,0,5822,27381,140
decode hex + get account and get available balance,482,0,0,0,0,0,0,482,0,20824,0,3418,0,38278,0,0,0,0,37,35,0,0,0,0,0,15522,15040,37,0,0,1316342,0,0,74624,161
emit event + get signer address,0,0,0,0,3934,0,0,0,0,7868,0,44,0,14010,0,0,0,0,37,35,0,0,0,0,0,5036,0,37,224238,0,221,0,3934,26914,19
get account and get available balance + create and destroy EVM bridged account,2663,0,0,0,906,0,7248,2663,906,34674,54360,18685,0,49805,0,906,0,0,37,35,0,0,1812,0,0,3569,906,37,0,0,7280558,0,0,88048,365
copy array from storage + decode hex,0,0,0,0,0,0,0,0,0,14408,42580,44,0,84174,0,0,0,0,37,35,0,0,0,0,0,35698,10150,37,0,0,1868,0,0,134280,94
get public account + create new account and deploy contract,0,0,0,0,32,32,5280,0,0,14826,1184,74,32,29560,0,0,0,0,105,65,0,0,0,0,64,14762,64,105,7168,0,69312,2752,64,59148,96
load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,4550,0,44,0,6827,0,0,0,0,37,35,0,0,0,0,0,2275,0,37,0,0,1335,1271,0,13652,7
get public account + get account and get storage capacity,0,0,0,0,0,0,0,0,0,31329,0,4048,0,59802,0,0,572,0,37,35,0,0,0,0,0,27897,0,37,0,0,1562132,0,0,119028,105
get account and get storage used,0,0,0,0,0,0,0,6009,0,6009,0,44,0,12020,0,0,0,0,37,35,0,0,0,0,0,6009,0,37,0,0,0,0,0,24038,14
copy array from storage and save a duplicate + call empty contract function,0,0,0,0,0,0,1608,0,0,53953,18450,44,0,116028,0,0,0,0,37,35,0,0,0,0,738,56167,0,37,0,0,3581,1585,0,226148,100
create and destroy EVM bridged account,0,0,0,0,533,0,4264,0,533,1599,31980,44,0,2667,0,533,0,0,37,35,0,0,1066,0,0,533,533,37,0,0,4921,0,0,4799,10
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,14088,0,44,0,14090,0,0,0,0,37,35,0,0,0,0,0,7044,0,37,0,0,0,0,0,35222,12
get account and get balance + create and destroy EVM bridged account,0,0,0,0,7576,0,60608,0,7576,30006,454560,21912,0,52440,0,7576,0,2426,74,69,0,0,15152,0,0,10002,7576,74,0,0,6626021,0,0,92448,480
call empty contract function + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,41006,275750,44,0,203346,0,0,0,0,37,35,0,0,0,0,11030,74096,0,37,0,0,3581,1585,0,318448,300
create new account + add and remove key to/from account,0,0,697,697,0,129,0,0,0,2220,50881,74,0,2353,0,0,0,0,73,65,0,0,0,0,0,826,1394,73,307502,0,0,0,1523,5399,79
mint NFT + create new account,0,0,0,0,3843,13,784957,0,3843,15385,0,74,0,26931,0,0,0,0,73,65,0,0,11529,0,3943,3856,0,73,715,0,4324,558115,13,46172,96
load and save empty string on signers address + get account and get storage used,0,0,0,0,0,0,1286,6957,0,36853,0,44,0,58762,0,0,0,0,37,35,0,0,0,0,0,21905,0,37,0,0,1294,1271,0,117520,68
copy array from storage,0,0,0,0,0,0,0,0,0,8806,88060,44,0,132092,0,0,0,0,37,35,0,0,0,0,0,52836,0,37,0,0,1868,0,0,193734,151
add and remove key to/from account,0,0,7825,7825,0,0,0,0,0,23475,571225,44,0,23477,0,0,0,0,37,35,0,0,0,0,0,7825,15650,37,3372575,0,0,0,15650,54777,357
transfer tokens to EVM address + get account and get storage used,0,0,0,0,472,0,166742,5399,1,7757,159250,44,0,12688,51335,1,0,0,37,35,0,0,944,0,0,5399,472,37,411646,9891000,199427,0,942,25844,978
decode hex + get signer vault,0,0,0,0,0,0,0,0,0,40052,0,44,0,80108,0,0,0,0,37,35,0,0,0,0,0,40052,26784,37,0,0,1395,0,0,160212,346
transfer tokens + get signer receiver,0,0,0,0,16791,0,122,0,5597,85750,0,44,0,144857,0,5597,0,0,37,35,0,0,16791,0,0,13658,0,37,1041042,0,1954,67,11194,244265,418
convert int to string + create and destroy EVM bridged account,0,0,0,0,1868,0,14944,0,1868,13386,112080,44,0,24908,0,1868,0,0,37,35,0,0,3736,0,0,9650,1868,37,0,0,15601,0,0,47944,40
get signer receiver,0,0,0,0,0,0,0,0,0,8724,0,44,0,5818,0,0,0,0,37,35,0,0,0,0,0,2908,0,37,0,0,1954,0,0,17450,26
copy array from storage and save a duplicate + convert int to string,0,0,0,0,0,0,1608,0,0,6171,44720,44,0,32025,0,0,0,0,37,35,0,0,0,0,1789,11538,0,37,0,0,2793,1585,0,49734,800
load and save empty string on signers address + transfer tokens,0,0,0,0,10992,0,1408,0,3664,54766,0,44,0,105969,0,3664,0,0,37,35,0,0,10992,0,0,10895,0,37,681504,0,1913,1338,7328,171630,224
get account and get storage used + get signer vault,0,0,0,0,0,0,0,21979,0,37705,0,44,0,75414,0,0,0,0,37,35,0,0,0,0,0,37705,0,37,0,0,1416,0,0,150824,98
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,34191,284925,44,0,193751,0,0,0,0,37,35,0,0,0,0,11397,68382,0,37,0,0,3401,1585,0,296324,260
convert int to string,0,0,0,0,0,0,0,0,0,18691,0,44,0,37384,0,0,0,0,37,35,0,0,0,0,0,18691,0,37,0,0,0,0,0,74766,18
emit event + convert int to string,0,0,0,0,862,0,0,0,0,2435,0,44,0,4012,0,0,0,0,37,35,0,0,0,0,0,1573,0,37,49134,0,221,0,862,8020,9
load and save long string on signers address + add key to account,0,0,0,2152,0,0,1327,0,0,21560,157096,44,0,30192,0,0,0,0,37,35,0,0,0,0,0,10780,2152,37,458376,0,1335,1312,2152,62532,84
create new account,0,0,0,0,0,1209,0,0,0,1209,0,74,0,2420,0,0,0,0,73,65,0,0,0,0,0,1209,0,73,66495,0,0,0,1209,4838,424
convert int to string and concatenate it + get account and get available balance,2238,0,0,0,0,0,0,2238,0,37060,0,15710,0,48254,0,0,0,0,37,35,0,0,0,0,0,7340,0,37,0,0,6111978,0,0,92654,280
create and destroy EVM bridged account + get account and get storage capacity,0,0,0,0,4471,0,35768,0,4471,24837,268260,11468,0,37047,0,4471,1632,0,37,35,0,0,8942,0,0,6103,4471,37,0,0,4493417,0,0,67987,1333
mint NFT + borrow array from storage,0,0,0,0,3776,0,762414,0,3776,15301,0,44,0,29391,0,0,0,0,37,35,0,0,11328,0,3873,4958,0,37,0,0,4812,539525,0,49650,90
get account and get storage used + convert int to string and concatenate it,0,0,0,0,0,0,0,3708,0,6304,0,44,0,10016,0,0,0,0,37,35,0,0,0,0,0,5006,0,37,0,0,0,0,0,21326,11
emit event,0,0,0,0,6434,0,0,0,0,12868,0,44,0,19304,0,0,0,0,37,35,0,0,0,0,0,6434,0,37,366738,0,221,0,6434,38606,28
get public account,0,0,0,0,0,0,0,0,0,33254,0,44,0,66510,0,0,0,0,37,35,0,0,0,0,0,33254,0,37,0,0,0,0,0,133018,48
create new account and deploy contract + get signer vault,0,0,0,0,40,40,6599,0,0,4216,1480,74,40,8316,0,0,0,0,113,65,0,0,0,0,80,4136,80,113,8960,0,88097,3440,80,16668,35
get public account + get signer address,0,0,0,0,0,0,0,0,0,47806,0,44,0,155990,0,0,0,0,37,35,0,0,0,0,0,77993,0,37,0,0,0,0,0,281789,92
get signer receiver,0,0,0,0,0,0,0,0,0,14670,0,44,0,9782,0,0,0,0,37,35,0,0,0,0,0,4890,0,37,0,0,1954,0,0,29342,59
convert int to string and concatenate it + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,60726,0,44,0,72758,0,0,0,0,37,35,0,0,0,0,0,30363,0,37,0,0,1335,1312,0,163847,64
add and remove key to/from account + get account and get storage used,0,0,8471,8471,0,0,0,31607,0,57020,618383,44,0,88631,0,0,0,0,37,35,0,0,0,0,0,40078,16942,37,3651001,0,0,0,16942,185729,23724
add and remove key to/from account + create new account and deploy contract,0,0,8438,8438,413,413,68143,0,0,26553,631255,74,413,26557,0,0,0,0,486,65,0,0,0,0,826,8851,17702,486,3729290,0,894558,35518,17702,61961,804
transfer tokens to EVM address,0,0,0,0,430,0,151874,0,1,2148,145048,44,0,1720,46754,1,0,0,37,35,0,0,860,0,0,0,430,37,374932,9009000,181703,0,858,3868,56
copy array from storage and save a duplicate + get signer address,0,0,0,0,0,0,1608,0,0,15042,125350,44,0,119576,0,0,0,0,37,35,0,0,0,0,5014,47251,0,37,0,0,3401,1585,0,181869,140
convert int to string + mint NFT,0,0,0,0,590,0,121750,0,590,2849,0,44,0,5112,0,0,0,0,37,35,0,0,1770,0,605,1079,0,37,0,0,3160,86835,0,9040,12
transfer tokens + mint NFT,0,0,0,0,10796,0,1363777,0,8108,41840,0,44,0,78264,0,1344,0,0,37,35,0,0,24324,0,6938,8108,0,37,249984,0,5149,964541,2688,128212,495
get account and get storage capacity + get account and get available balance,189,0,0,0,0,0,0,189,0,5243,0,4342,0,7042,0,0,425,0,37,35,0,0,0,0,0,614,0,37,0,0,1676834,0,0,12899,71
reference tx + transfer tokens to EVM address,0,0,0,0,1987,0,703052,0,1,9933,671282,44,0,16856,216451,1,0,0,37,35,0,0,3974,0,0,8906,1987,37,1735718,41706000,838757,0,3972,35695,261
add and remove key to/from account + call empty contract function,0,0,6096,6096,0,0,0,0,0,27810,445008,44,0,37336,0,0,0,0,37,35,0,0,0,0,0,15618,12192,37,2627376,0,221,0,12192,80764,239
get public account + emit event,0,0,0,0,4151,0,0,0,0,11712,0,44,0,19277,0,0,0,0,37,35,0,0,0,0,0,7561,0,37,236607,0,221,0,4151,38550,23
get public account + call empty contract function,0,0,0,0,0,0,0,0,0,6053,0,44,0,12110,0,0,0,0,37,35,0,0,0,0,0,6053,0,37,0,0,221,0,0,24216,30
reference tx + convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,14478,0,44,0,21143,0,0,0,0,37,35,0,0,0,0,0,13900,0,37,0,0,0,0,0,49521,27
add and remove key to/from account + call empty contract function,0,0,5954,5954,0,0,0,0,0,20423,434642,44,0,22988,0,0,0,0,37,35,0,0,0,0,0,8515,11908,37,2566174,0,223,0,11908,51926,268
get account and get storage capacity,0,0,0,0,0,0,0,0,0,18655,0,18699,0,23987,0,0,2665,0,37,35,0,0,0,0,0,2665,0,37,0,0,7278115,0,0,45307,329
convert int to string and concatenate it + borrow array from storage,0,0,0,0,0,0,0,0,0,22822,0,44,0,143450,0,0,0,0,37,35,0,0,0,0,0,58799,0,37,0,0,1827,0,0,225071,166
convert int to string,0,0,0,0,0,0,0,0,0,4397,0,44,0,8796,0,0,0,0,37,35,0,0,0,0,0,4397,0,37,0,0,0,0,0,17590,5
get account and get available balance,2268,0,0,0,0,0,0,2268,0,27216,0,15920,0,38558,0,0,0,0,37,35,0,0,0,0,0,2268,0,37,0,0,6100920,0,0,68042,279
copy array from storage,0,0,0,0,0,0,0,0,0,3319,33190,44,0,49787,0,0,0,0,37,35,0,0,0,0,0,19914,0,37,0,0,1827,0,0,73020,37
convert int to string + reference tx,0,0,0,0,0,0,0,0,0,11764,0,44,0,29756,0,0,0,0,37,35,0,0,0,0,0,17988,0,37,0,0,0,0,0,59508,14
get public account + convert int to string,0,0,0,0,0,0,0,0,0,12119,0,44,0,24242,0,0,0,0,37,35,0,0,0,0,0,12119,0,37,0,0,0,0,0,48480,22
transfer tokens + transfer tokens to EVM address,0,0,0,0,14749,0,930991,0,4038,57595,891318,44,0,103405,287409,4038,0,0,37,35,0,0,17387,0,0,4037,2638,37,3055572,55377000,1112755,67,13348,165037,545
